"space","start","end","width","names","peak","strand","feature","start_position","end_position","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","external_gene_id","entrezgene"
"2",150657411,150657698,288,"1530 ENSMUSG00000087406","1530","+","ENSMUSG00000087406",150667494,150668935,"upstream",-10083,9796,"NearestStart","E130215H24Rik","109344"
"2",151842810,151843010,201,"1531 ENSMUSG00000032852","1531","+","ENSMUSG00000032852",151842927,151874668,"overlapStart",-117,83,"NearestStart","Rspo4","228770"
"2",152029358,152029735,378,"1532 ENSMUSG00000027463","1532","+","ENSMUSG00000027463",151996511,152009258,"downstream",32847,20100,"NearestStart","Slc52a3","69698"
"2",152718209,152718409,201,"1538 ENSMUSG00000042745","1538","+","ENSMUSG00000042745",152736251,152737410,"upstream",-18042,17842,"NearestStart","Id1","15901"
"2",153032359,153032575,217,"1539 ENSMUSG00000042631","1539","+","ENSMUSG00000042631",153031852,153055775,"inside",507,507,"NearestStart","Xkr7","228787"
"2",154426689,154427079,391,"1542 ENSMUSG00000038533","1542","+","ENSMUSG00000038533",154436481,154539356,"upstream",-9792,9402,"NearestStart","Cbfa2t2","12396"
"2",154427841,154428306,466,"1543 ENSMUSG00000038533","1543","+","ENSMUSG00000038533",154436481,154539356,"upstream",-8640,8175,"NearestStart","Cbfa2t2","12396"
"2",156008024,156008224,201,"1546 ENSMUSG00000005881","1546","+","ENSMUSG00000005881",156008045,156018279,"overlapStart",-21,21,"NearestStart","Ergic3","66366"
"2",156425603,156425960,358,"1548 ENSMUSG00000027624","1548","+","ENSMUSG00000027624",156420909,156543214,"inside",4694,4694,"NearestStart","Epb4.1l1","13821"
"2",156839915,156840242,328,"1551 ENSMUSG00000062175","1551","+","ENSMUSG00000062175",156840077,156855570,"overlapStart",-162,162,"NearestStart","Tgif2","228839"
"2",157186570,157186771,202,"1555 ENSMUSG00000084113","1555","+","ENSMUSG00000084113",157168820,157169179,"downstream",17750,17391,"NearestStart","Gm14277","100043882"
"2",157840813,157841059,247,"1558 ENSMUSG00000062846","1558","+","ENSMUSG00000062846",157901469,157902522,"upstream",-60656,60410,"NearestStart","Gm14176","100043681"
"2",159012827,159013129,303,"1560 ENSMUSG00000077188","1560","+","ENSMUSG00000077188",159139361,159139492,"upstream",-126534,126232,"NearestStart","Gm25090",
"2",160656257,160656540,284,"1561 ENSMUSG00000070544","1561","+","ENSMUSG00000070544",160645888,160722764,"inside",10369,10369,"NearestStart","Top1","21969"
"2",161187669,161187876,208,"1563 ENSMUSG00000067745","1563","+","ENSMUSG00000067745",161179064,161216577,"inside",8605,8605,"NearestStart","Gm14243","100126880"
"2",162931712,162931992,281,"1564 ENSMUSG00000016921","1564","+","ENSMUSG00000016921",162931528,162937121,"inside",184,184,"NearestStart","Srsf6","67996"
"2",163472477,163472758,282,"1565 ENSMUSG00000053353","1565","+","ENSMUSG00000053353",163472545,163473003,"overlapStart",-68,68,"NearestStart","2310001K24Rik","69517"
"2",164486243,164486443,201,"1567 ENSMUSG00000017734","1567","+","ENSMUSG00000017734",164486106,164493319,"inside",137,137,"NearestStart","Dbndd2","52840"
"2",164879313,164879546,234,"1568 ENSMUSG00000039849","1568","+","ENSMUSG00000039849",164879304,164894454,"inside",9,9,"NearestStart","Pcif1","228866"
"2",164968489,164968689,201,"1569 ENSMUSG00000017740","1569","+","ENSMUSG00000017740",164960816,164999727,"inside",7673,7673,"NearestStart","Slc12a5","57138"
"2",166805477,166805690,214,"1574 ENSMUSG00000074582","1574","+","ENSMUSG00000074582",166805588,166898052,"overlapStart",-111,102,"NearestStart","Arfgef2","99371"
"2",167188917,167189128,212,"1575 ENSMUSG00000085151","1575","+","ENSMUSG00000085151",167188702,167192808,"inside",215,215,"NearestStart","1110018N20Rik","68941"
"2",167423403,167423603,201,"1576 ENSMUSG00000039463","1576","+","ENSMUSG00000039463",167421712,167477000,"inside",1691,1691,"NearestStart","Slc9a8","77031"
"2",167540116,167540316,201,"1577 ENSMUSG00000042821","1577","+","ENSMUSG00000042821",167538195,167542814,"inside",1921,1921,"NearestStart","Snai1","20613"
"2",167932185,167932426,242,"1578 ENSMUSG00000027540","1578","+","ENSMUSG00000027540",167932057,167979385,"inside",128,128,"NearestStart","Ptpn1","19246"
"2",168106870,168107182,313,"1579 ENSMUSG00000044641","1579","+","ENSMUSG00000044641",168081004,168101203,"downstream",25866,5667,"NearestStart","Pard6b","58220"
"2",170319276,170319476,201,"1585 ENSMUSG00000084013","1585","+","ENSMUSG00000084013",170285035,170285880,"downstream",34241,33396,"NearestStart","Gm14270","20461"
"2",170772189,170772616,428,"1586 ENSMUSG00000027560","1586","+","ENSMUSG00000027560",170731807,170879769,"inside",40382,40382,"NearestStart","Dok5","76829"
"2",172577147,172577702,556,"1589 ENSMUSG00000028640","1589","+","ENSMUSG00000028640",172549593,172558622,"downstream",27554,18525,"NearestStart","Tfap2c","21420"
"2",173019917,173020117,201,"1591 ENSMUSG00000027510","1591","+","ENSMUSG00000027510",173020498,173034734,"upstream",-581,381,"NearestStart","Rbm38","56190"
"2",174287973,174288221,249,"1593 ENSMUSG00000027523","1593","+","ENSMUSG00000027523",174284320,174346744,"inside",3653,3653,"NearestStart","Gnas","14683"
"2",179121334,179121559,226,"1595 ENSMUSG00000061897","1595","+","ENSMUSG00000061897",179177425,179177880,"upstream",-56091,55866,"NearestStart","Gm14292","100043168"
"2",181520672,181520893,222,"1600 ENSMUSG00000000826","1600","+","ENSMUSG00000000826",181520485,181555133,"inside",187,187,"NearestStart","Dnajc5","13002"
"2",5714938,5715299,362,"1366 ENSMUSG00000039145","1366","-","ENSMUSG00000039145",5293457,5714515,"upstream",-423,423,"NearestStart","Camk1d","227541"
"2",11501277,11501693,417,"1368 ENSMUSG00000026773","1368","-","ENSMUSG00000026773",11471430,11502101,"inside",824,408,"NearestStart","Pfkfb3","170768"
"2",17933298,17933604,307,"1369 ENSMUSG00000062651","1369","-","ENSMUSG00000062651",17996422,17996946,"downstream",63648,62818,"NearestStart","H2afb1","68231"
"2",17989051,17989446,396,"1370 ENSMUSG00000062651","1370","-","ENSMUSG00000062651",17996422,17996946,"downstream",7895,6976,"NearestStart","H2afb1","68231"
"2",18064435,18064730,296,"1372 ENSMUSG00000086340","1372","-","ENSMUSG00000086340",18054193,18056613,"upstream",-7822,7822,"NearestStart","1810059C17Rik","69818"
"2",20968592,20968792,201,"1374 ENSMUSG00000036591","1374","-","ENSMUSG00000036591",20847919,20968881,"inside",289,89,"NearestStart","Arhgap21","71435"
"2",24912306,24912535,230,"1375 ENSMUSG00000036893","1375","-","ENSMUSG00000036893",24790769,24919609,"inside",7303,7074,"NearestStart","Ehmt1","77683"
"2",26503752,26504317,566,"1380 ENSMUSG00000026923","1380","-","ENSMUSG00000026923",26457903,26516663,"inside",12911,12346,"NearestStart","Notch1","18128"
"2",26964228,26964664,437,"1381 ENSMUSG00000052406","1381","-","ENSMUSG00000052406",26953563,26964386,"overlapStart",158,158,"NearestStart","Rexo4","227656"
"2",27442384,27442584,201,"1382 ENSMUSG00000009621","1382","-","ENSMUSG00000009621",27262104,27427033,"upstream",-15351,15351,"NearestStart","Vav2","22325"
"2",28582853,28583092,240,"1386 ENSMUSG00000026816","1386","-","ENSMUSG00000026816",28566311,28583751,"inside",898,659,"NearestStart","Gtf3c5","70239"
"2",29747307,29747526,220,"1390 ENSMUSG00000079497","1390","-","ENSMUSG00000079497",29744919,29747250,"upstream",-57,57,"NearestStart","Gm13420","433415"
"2",29835548,29835907,360,"1393 ENSMUSG00000065485","1393","-","ENSMUSG00000065485",29845631,29845727,"downstream",10179,9724,"NearestStart","Mir219-2","723904"
"2",30048739,30048976,238,"1394 ENSMUSG00000039715","1394","-","ENSMUSG00000039715",30031546,30048881,"overlapStart",142,95,"NearestStart","Wdr34","71820"
"2",30178315,30178556,242,"1398 ENSMUSG00000039660","1398","-","ENSMUSG00000039660",30173447,30178459,"overlapStart",144,97,"NearestStart","D2Wsu81e","227695"
"2",30415453,30415658,206,"1400 ENSMUSG00000026853","1400","-","ENSMUSG00000026853",30400471,30415813,"inside",360,155,"NearestStart","Crat","12908"
"2",30658428,30658902,475,"1401 ENSMUSG00000087268","1401","-","ENSMUSG00000087268",30658468,30678011,"overlapEnd",19583,40,"NearestStart","Gm14486","665635"
"2",30708066,30708332,267,"1402 ENSMUSG00000075416","1402","-","ENSMUSG00000075416",30713147,30720057,"downstream",11991,4815,"NearestStart","Gm14488","100038700"
"2",30711939,30712400,462,"1403 ENSMUSG00000075416","1403","-","ENSMUSG00000075416",30713147,30720057,"downstream",8118,747,"NearestStart","Gm14488","100038700"
"2",30779275,30779556,282,"1406 ENSMUSG00000044320","1406","-","ENSMUSG00000044320",30794769,30803661,"downstream",24386,15213,"NearestStart","1700001O22Rik","73598"
"2",30884868,30885211,344,"1407 ENSMUSG00000084143","1407","-","ENSMUSG00000084143",30923978,30924357,"downstream",39489,38767,"NearestStart","Gm13400","606546"
"2",31741822,31742051,230,"1410 ENSMUSG00000087549","1410","-","ENSMUSG00000087549",31676364,31688469,"upstream",-53353,53353,"NearestStart","Gm13427",
"2",32362919,32363119,201,"1411 ENSMUSG00000026825","1411","-","ENSMUSG00000026825",32308471,32353329,"upstream",-9590,9590,"NearestStart","Dnm1","13429"
"2",32693960,32694160,201,"1413 ENSMUSG00000009566","1413","-","ENSMUSG00000009566",32682609,32704137,"inside",10177,9977,"NearestStart","Fpgs","14287"
"2",33580632,33580934,303,"1416 ENSMUSG00000038765","1416","-","ENSMUSG00000038765",33560965,33640511,"inside",59879,19667,"NearestStart","Lmx1b","16917"
"2",35581683,35582025,343,"1418 ENSMUSG00000086555","1418","-","ENSMUSG00000086555",35554849,35558702,"upstream",-22981,22981,"NearestStart","Gm13446","100042194"
"2",35615410,35615660,251,"1419 ENSMUSG00000086555","1419","-","ENSMUSG00000086555",35554849,35558702,"upstream",-56708,56708,"NearestStart","Gm13446","100042194"
"2",38925202,38925419,218,"1424 ENSMUSG00000063972","1424","-","ENSMUSG00000063972",38723370,38927688,"inside",2486,2269,"NearestStart","Nr6a1","14536"
"2",39065406,39065668,263,"1425 ENSMUSG00000026754","1425","-","ENSMUSG00000026754",39016261,39065541,"overlapStart",135,127,"NearestStart","Golga1","76899"
"2",45117128,45117407,280,"1428 ENSMUSG00000026872","1428","-","ENSMUSG00000026872",44983634,45117395,"overlapStart",267,12,"NearestStart","Zeb2","24136"
"2",57238305,57238611,307,"1433 ENSMUSG00000054181","1433","-","ENSMUSG00000054181",57236227,57238508,"overlapStart",203,103,"NearestStart","A930012O16Rik","227923"
"2",59882254,59882482,229,"1435 ENSMUSG00000026988","1435","-","ENSMUSG00000026988",59852364,59882591,"inside",337,109,"NearestStart","Wdsub1","72137"
"2",70563461,70563757,297,"1438 ENSMUSG00000087264","1438","-","ENSMUSG00000087264",70489940,70563357,"upstream",-104,104,"NearestStart","1500002O10Rik","68986"
"2",71786744,71786944,201,"1441 ENSMUSG00000081878","1441","-","ENSMUSG00000081878",71762238,71762767,"upstream",-23977,23977,"NearestStart","Gm13739","100416176"
"2",73012713,73012919,207,"1445 ENSMUSG00000092984","1445","-","ENSMUSG00000092984",73012854,73012927,"overlapEnd",214,8,"NearestStart","Mir5115","100628587"
"2",74762798,74763097,300,"1447 ENSMUSG00000075277","1447","-","ENSMUSG00000075277",74748422,74762896,"overlapStart",98,98,"NearestStart","6720416L17Rik","399588"
"2",75704240,75704556,317,"1448 ENSMUSG00000015839","1448","-","ENSMUSG00000015839",75675513,75704641,"inside",401,85,"NearestStart","Nfe2l2","18024"
"2",84585750,84585992,243,"1452 ENSMUSG00000087362","1452","-","ENSMUSG00000087362",84500760,84531322,"upstream",-54428,54428,"NearestStart","Gm13710","672763"
"2",90580241,90580801,561,"1455 ENSMUSG00000025314","1455","-","ENSMUSG00000025314",90429754,90580647,"overlapStart",406,154,"NearestStart","Ptprj","19271"
"2",91070230,91070455,226,"1457 ENSMUSG00000002105","1457","-","ENSMUSG00000002105",91061791,91070417,"overlapStart",187,38,"NearestStart","Slc39a13","68427"
"2",91963602,91963866,265,"1458 ENSMUSG00000040479","1458","-","ENSMUSG00000040479",91932824,91975864,"inside",12262,11998,"NearestStart","Dgkz","104418"
"2",93822479,93822681,203,"1463 ENSMUSG00000027198","1463","-","ENSMUSG00000027198",93695631,93822568,"overlapStart",89,89,"NearestStart","Ext2","14043"
"2",93836328,93836528,201,"1464 ENSMUSG00000040272","1464","-","ENSMUSG00000040272",93833467,93849943,"inside",13615,2861,"NearestStart","Accs","329470"
"2",98666970,98667288,319,"1465 ENSMUSG00000075014","1465","-","ENSMUSG00000075014",98666547,98667301,"inside",331,13,"NearestStart","Gm10800",
"2",102450808,102451039,232,"1468 ENSMUSG00000075012","1468","-","ENSMUSG00000075012",102449368,102451792,"inside",984,753,"NearestStart","Fjx1","14221"
"2",103761118,103761411,294,"1469 ENSMUSG00000027185","1469","-","ENSMUSG00000027185",103721256,103761270,"overlapStart",152,141,"NearestStart","Nat10","98956"
"2",104220159,104220419,261,"1471 ENSMUSG00000089606","1471","-","ENSMUSG00000089606",104228112,104228238,"downstream",8079,7693,"NearestStart","Gm22501",
"2",104816995,104817195,201,"1472 ENSMUSG00000074994","1472","-","ENSMUSG00000074994",104754795,104816696,"upstream",-299,299,"NearestStart","Qser1","99003"
"2",105370170,105370512,343,"1474 ENSMUSG00000005973","1474","-","ENSMUSG00000005973",105386291,105399319,"downstream",29149,15779,"NearestStart","Rcn1","19672"
"2",105675338,105675643,306,"1476 ENSMUSG00000086029","1476","-","ENSMUSG00000086029",105536080,105670330,"upstream",-5008,5008,"NearestStart","Pax6os1","402728"
"2",105677409,105677654,246,"1477 ENSMUSG00000086029","1477","-","ENSMUSG00000086029",105536080,105670330,"upstream",-7079,7079,"NearestStart","Pax6os1","402728"
"2",106974221,106974473,253,"1480 ENSMUSG00000027122","1480","-","ENSMUSG00000027122",106962527,106974424,"overlapStart",203,49,"NearestStart","Arl14ep","212772"
"2",115469491,115469797,307,"1482 ENSMUSG00000085582","1482","-","ENSMUSG00000085582",115493513,115527744,"downstream",58253,23716,"NearestStart","3110099E03Rik","100043232"
"2",118373132,118373463,332,"1487 ENSMUSG00000040133","1487","-","ENSMUSG00000040133",118277110,118373419,"overlapStart",287,44,"NearestStart","Gpr176","381413"
"2",119463941,119464178,238,"1492 ENSMUSG00000034154","1492","-","ENSMUSG00000034154",119373042,119477687,"inside",13746,13509,"NearestStart","Ino80","68142"
"2",119477711,119478047,337,"1493 ENSMUSG00000034154","1493","-","ENSMUSG00000034154",119373042,119477687,"upstream",-24,24,"NearestStart","Ino80","68142"
"2",119857408,119857764,357,"1495 ENSMUSG00000081056","1495","-","ENSMUSG00000081056",119878069,119878403,"downstream",20995,20305,"NearestStart","Gm13998","625403"
"2",120076195,120076583,389,"1496 ENSMUSG00000074899","1496","-","ENSMUSG00000074899",120046157,120085772,"inside",9577,9189,"NearestStart","Sptbn5","640524"
"2",121270549,121270788,240,"1497 ENSMUSG00000043909","1497","-","ENSMUSG00000043909",121193281,121271407,"inside",858,619,"NearestStart","Trp53bp1","27223"
"2",122370137,122370488,352,"1499 ENSMUSG00000033256","1499","-","ENSMUSG00000033256",122348892,122369162,"upstream",-975,975,"NearestStart","Shf","435684"
"2",126151970,126152276,307,"1502 ENSMUSG00000027209","1502","-","ENSMUSG00000027209",125983483,126152004,"overlapStart",34,34,"NearestStart","Fam227b","75823"
"2",126894329,126894557,229,"1503 ENSMUSG00000027365","1503","-","ENSMUSG00000027365",126791565,126876230,"upstream",-18099,18099,"NearestStart","Trpm7","58800"
"2",126932921,126933132,212,"1504 ENSMUSG00000027366","1504","-","ENSMUSG00000027366",126890391,126933235,"inside",314,103,"NearestStart","Sppl2a","66552"
"2",128272880,128273129,250,"1508 ENSMUSG00000086879","1508","-","ENSMUSG00000086879",128237693,128239643,"upstream",-33237,33237,"NearestStart","Gm14012",
"2",129695983,129696240,258,"1509 ENSMUSG00000027400","1509","-","ENSMUSG00000027400",129686565,129699844,"inside",3861,3604,"NearestStart","Pdyn","18610"
"2",130697859,130698143,285,"1510 ENSMUSG00000074796","1510","-","ENSMUSG00000074796",130684113,130697519,"upstream",-340,340,"NearestStart","Slc4a11","269356"
"2",131179698,131180172,475,"1512 ENSMUSG00000068267","1512","-","ENSMUSG00000068267",131177291,131180012,"overlapStart",314,160,"NearestStart","Cenpb","12616"
"2",132578075,132578315,241,"1514 ENSMUSG00000027346","1514","-","ENSMUSG00000027346",132529082,132587729,"inside",9654,9414,"NearestStart","Gpcpd1","74182"
"2",140676846,140677046,201,"1516 ENSMUSG00000051379","1516","-","ENSMUSG00000051379",140650914,140671469,"upstream",-5377,5377,"NearestStart","Flrt3","71436"
"2",143862693,143862893,201,"1517 ENSMUSG00000027420","1517","-","ENSMUSG00000027420",143826528,143863173,"inside",480,280,"NearestStart","Bfsp1","12075"
"2",146631128,146631534,407,"1523 ENSMUSG00000087901","1523","-","ENSMUSG00000087901",146543498,146543625,"upstream",-87503,87503,"NearestStart","Gm22040",
"2",146834392,146834741,350,"1524 ENSMUSG00000087618","1524","-","ENSMUSG00000087618",146828327,146839732,"inside",5340,4991,"NearestStart","Gm14114",
"2",148040852,148041055,204,"1526 ENSMUSG00000086141","1526","-","ENSMUSG00000086141",147944740,148040203,"upstream",-649,649,"NearestStart","9030622O22Rik","100043820"
"2",149983200,149983406,207,"1528 ENSMUSG00000083055","1528","-","ENSMUSG00000083055",150110582,150111576,"downstream",128376,127176,"NearestStart","Gm14140","279056"
"2",152048585,152048945,361,"1533 ENSMUSG00000085946","1533","-","ENSMUSG00000085946",152074855,152076808,"downstream",28223,25910,"NearestStart","AA387200",
"2",152177293,152177493,201,"1534 ENSMUSG00000081087","1534","-","ENSMUSG00000081087",152185291,152185682,"downstream",8389,7798,"NearestStart","Rps15a-ps7","100043843"
"2",152396392,152396592,201,"1535 ENSMUSG00000051817","1535","-","ENSMUSG00000051817",152393611,152398063,"inside",1671,1471,"NearestStart","Sox12","20667"
"2",152398807,152399044,238,"1536 ENSMUSG00000051817","1536","-","ENSMUSG00000051817",152393611,152398063,"upstream",-744,744,"NearestStart","Sox12","20667"
"2",152411076,152411361,286,"1537 ENSMUSG00000074682","1537","-","ENSMUSG00000074682",152411956,152415044,"downstream",3968,595,"NearestStart","Zcchc3","67917"
"2",153346293,153346709,417,"1540 ENSMUSG00000073236","1540","-","ENSMUSG00000073236",153341157,153346073,"upstream",-220,220,"NearestStart","2500004C02Rik","72326"
"2",153622619,153622871,253,"1541 ENSMUSG00000056941","1541","-","ENSMUSG00000056941",153616933,153632781,"inside",10162,5686,"NearestStart","Commd7","99311"
"2",154613350,154613732,383,"1544 ENSMUSG00000097602","1544","-","ENSMUSG00000097602",154612937,154613437,"overlapStart",87,87,"NearestStart","4930519P11Rik","74721"
"2",155946537,155946845,309,"1545 ENSMUSG00000038259","1545","-","ENSMUSG00000038259",155941023,155945367,"upstream",-1170,1170,"NearestStart","Gdf5","14563"
"2",156144157,156144357,201,"1547 ENSMUSG00000027618","1547","-","ENSMUSG00000027618",156078929,156144186,"overlapStart",29,29,"NearestStart","Nfs1","18041"
"2",156643048,156643367,320,"1549 ENSMUSG00000083498","1549","-","ENSMUSG00000083498",156632825,156633468,"upstream",-9580,9580,"NearestStart","Gm14172","100416181"
"2",156690908,156691270,363,"1550 ENSMUSG00000086638","1550","-","ENSMUSG00000086638",156714540,156720909,"downstream",30001,23270,"NearestStart","4930405A21Rik","74846"
"2",156862750,156862985,236,"1552 ENSMUSG00000085741","1552","-","ENSMUSG00000085741",156852430,156862945,"overlapStart",195,40,"NearestStart","5430405H02Rik","74487"
"2",156991933,156992163,231,"1553 ENSMUSG00000027634","1553","-","ENSMUSG00000027634",156927345,156992056,"overlapStart",123,107,"NearestStart","Ndrg3","29812"
"2",157006792,157007143,352,"1554 ENSMUSG00000027635","1554","-","ENSMUSG00000027635",156995265,157007154,"inside",362,11,"NearestStart","Dsn1","66934"
"2",157204269,157204476,208,"1556 ENSMUSG00000027641","1556","-","ENSMUSG00000027641",157145893,157204534,"inside",265,58,"NearestStart","Rbl1","19650"
"2",157566255,157566756,502,"1557 ENSMUSG00000077990","1557","-","ENSMUSG00000077990",157562361,157562447,"upstream",-3808,3808,"NearestStart","Gm23134",
"2",158591377,158591577,201,"1559 ENSMUSG00000086496","1559","-","ENSMUSG00000086496",158595472,158610723,"downstream",19346,3895,"NearestStart","Gm14204","100045469"
"2",160872750,160873058,309,"1562 ENSMUSG00000035877","1562","-","ENSMUSG00000035877",160743927,160872998,"overlapStart",248,60,"NearestStart","Zhx3","320799"
"2",164460873,164461262,390,"1566 ENSMUSG00000085760","1566","-","ENSMUSG00000085760",164459896,164460955,"overlapStart",82,82,"NearestStart","Gm14302",
"2",165239707,165239907,201,"1570 ENSMUSG00000053166","1570","-","ENSMUSG00000053166",165111507,165234853,"upstream",-4854,4854,"NearestStart","Cdh22","104010"
"2",165810010,165810350,341,"1571 ENSMUSG00000092942","1571","-","ENSMUSG00000092942",165809581,165809880,"upstream",-130,130,"NearestStart","Gm23398",
"2",165898874,165899074,201,"1572 ENSMUSG00000039671","1572","-","ENSMUSG00000039671",165784152,165899016,"overlapStart",142,58,"NearestStart","Zmynd8","228880"
"2",166218874,166219074,201,"1573 ENSMUSG00000085046","1573","-","ENSMUSG00000085046",166207230,166208627,"upstream",-10247,10247,"NearestStart","Gm11467",
"2",168156510,168156754,245,"1580 ENSMUSG00000087648","1580","-","ENSMUSG00000087648",168152603,168154513,"upstream",-1997,1997,"NearestStart","E130018N17Rik","77017"
"2",168207093,168207619,527,"1581 ENSMUSG00000051149","1581","-","ENSMUSG00000051149",168180986,168207112,"overlapStart",19,19,"NearestStart","Adnp","11538"
"2",168955141,168955440,300,"1582 ENSMUSG00000027551","1582","-","ENSMUSG00000027551",168893331,168955587,"inside",446,147,"NearestStart","Zfp64","22722"
"2",168959407,168959663,257,"1583 ENSMUSG00000027551","1583","-","ENSMUSG00000027551",168893331,168955587,"upstream",-3820,3820,"NearestStart","Zfp64","22722"
"2",170165814,170166014,201,"1584 ENSMUSG00000052056","1584","-","ENSMUSG00000052056",170108643,170148103,"upstream",-17711,17711,"NearestStart","Zfp217","228913"
"2",172498928,172499135,208,"1587 ENSMUSG00000081344","1587","-","ENSMUSG00000081344",172509432,172509697,"downstream",10769,10297,"NearestStart","Gm14303","629957"
"2",172516547,172516909,363,"1588 ENSMUSG00000081344","1588","-","ENSMUSG00000081344",172509432,172509697,"upstream",-6850,6850,"NearestStart","Gm14303","629957"
"2",172870343,172870566,224,"1590 ENSMUSG00000093160","1590","-","ENSMUSG00000093160",172864264,172864341,"upstream",-6002,6002,"NearestStart","Gm22773",
"2",174261357,174261686,330,"1592 ENSMUSG00000065521","1592","-","ENSMUSG00000065521",174267047,174267125,"downstream",5768,5361,"NearestStart","Mir296","723906"
"2",178413504,178413736,233,"1594 ENSMUSG00000049999","1594","-","ENSMUSG00000049999",178411206,178414472,"inside",968,736,"NearestStart","Ppp1r3d","228966"
"2",179571258,179571588,331,"1596 ENSMUSG00000083410","1596","-","ENSMUSG00000083410",179612622,179613567,"downstream",42309,41034,"NearestStart","Gm14300",
"2",180227516,180227921,406,"1597 ENSMUSG00000015647","1597","-","ENSMUSG00000015647",180176373,180225859,"upstream",-1657,1657,"NearestStart","Lama5","16776"
"2",180709017,180709442,426,"1598 ENSMUSG00000038914","1598","-","ENSMUSG00000038914",180657964,180709999,"inside",982,557,"NearestStart","Dido1","23856"
"2",180920745,180921065,321,"1599 ENSMUSG00000038848","1599","-","ENSMUSG00000038848",180904377,180920949,"overlapStart",204,116,"NearestStart","Ythdf1","228994"
"2",18032178,18032378,201,"1371 ENSMUSG00000054057","1371","-","ENSMUSG00000054057",18025193,18037737,"inside",5559,5359,"Overlapping","A930004D18Rik","77940"
"2",18064435,18064730,296,"1372 ENSMUSG00000026743","1372","+","ENSMUSG00000026743",18055237,18212388,"inside",9198,9198,"Overlapping","Mllt10","17354"
"2",25255299,25255652,354,"1378 ENSMUSG00000006471","1378","-","ENSMUSG00000006471",25244821,25256022,"inside",723,370,"Overlapping","Ndor1","78797"
"2",26055315,26055752,438,"1379 ENSMUSG00000026932","1379","-","ENSMUSG00000026932",26055535,26123220,"overlapEnd",67905,217,"Overlapping","Nacc2","67991"
"2",29835548,29835907,360,"1393 ENSMUSG00000069020","1393","+","ENSMUSG00000069020",29820075,29845002,"inside",15473,9095,"Overlapping","Urm1","68205"
"2",30237648,30238086,439,"1399 ENSMUSG00000052222","1399","-","ENSMUSG00000052222",30237493,30238223,"inside",575,137,"Overlapping","1700084E18Rik","67350"
"2",30658428,30658902,475,"1401 ENSMUSG00000086405","1401","+","ENSMUSG00000086405",30629655,30689210,"inside",28773,28773,"Overlapping","9330198N18Rik","77516"
"2",31741822,31742051,230,"1410 ENSMUSG00000026842","1410","+","ENSMUSG00000026842",31688376,31804227,"inside",53446,53446,"Overlapping","Abl1","11350"
"2",32362919,32363119,201,"1411 ENSMUSG00000039205","1411","+","ENSMUSG00000039205",32352327,32380226,"inside",10592,10592,"Overlapping","Ciz1","68379"
"2",34249590,34250181,592,"1417 ENSMUSG00000038718","1417","-","ENSMUSG00000038718",34171457,34373140,"inside",123550,78133,"Overlapping","Pbx3","18516"
"2",35581683,35582025,343,"1418 ENSMUSG00000026883","1418","+","ENSMUSG00000026883",35558266,35730994,"inside",23417,23417,"Overlapping","Dab2ip","69601"
"2",35615410,35615660,251,"1419 ENSMUSG00000026883","1419","+","ENSMUSG00000026883",35558266,35730994,"inside",57144,57144,"Overlapping","Dab2ip","69601"
"2",40910879,40911220,342,"1426 ENSMUSG00000049252","1426","-","ENSMUSG00000049252",40595248,42653598,"inside",1742719,315631,"Overlapping","Lrp1b","94217"
"2",57238305,57238611,307,"1433 ENSMUSG00000026827","1433","+","ENSMUSG00000026827",57237635,57370719,"inside",670,670,"Overlapping","Gpd2","14571"
"2",68298045,68298254,210,"1436 ENSMUSG00000027030","1436","-","ENSMUSG00000027030",68210445,68472268,"inside",174223,87600,"Overlapping","Stk39","53416"
"2",70563461,70563757,297,"1438 ENSMUSG00000070880","1438","+","ENSMUSG00000070880",70553072,70602014,"inside",10389,10389,"Overlapping","Gad1","14415"
"2",70661458,70661683,226,"1439 ENSMUSG00000097025","1439","-","ENSMUSG00000097025",70661248,70662108,"inside",650,210,"Overlapping","ENSMUSG00000075299",
"2",71529000,71529323,324,"1440 ENSMUSG00000084946","1440","-","ENSMUSG00000084946",71516454,71537891,"inside",8891,8568,"Overlapping","Dlx1as","111970"
"2",71786744,71786944,201,"1441 ENSMUSG00000027111","1441","+","ENSMUSG00000027111",71745616,71858416,"inside",41128,41128,"Overlapping","Itga6","16403"
"2",72979082,72979523,442,"1444 ENSMUSG00000079286","1444","-","ENSMUSG00000079286",72971548,72986716,"inside",7634,7193,"Overlapping","Gm11084",
"2",72979082,72979523,442,"1444 ENSMUSG00000027109","1444","-","ENSMUSG00000027109",72936427,72980446,"inside",1364,923,"Overlapping","Sp3","20687"
"2",73437007,73437207,201,"1446 ENSMUSG00000075284","1446","-","ENSMUSG00000075284",73429610,73529734,"inside",92727,7397,"Overlapping","Wipf1","215280"
"2",74762798,74763097,300,"1447 ENSMUSG00000042448","1447","+","ENSMUSG00000042448",74762980,74765141,"overlapStart",-182,117,"Overlapping","Hoxd1","15429"
"2",92143981,92144209,229,"1459 ENSMUSG00000058318","1459","+","ENSMUSG00000058318",92093117,92364666,"inside",50864,50864,"Overlapping","Phf21a","192285"
"2",92183854,92184054,201,"1460 ENSMUSG00000058318","1460","+","ENSMUSG00000058318",92093117,92364666,"inside",90737,90737,"Overlapping","Phf21a","192285"
